"Date","Cause","Casualties","RegisterNumber","Damage","Smoke","CO"
"2022-4-10 9:50","Other",0,2149772,68475,0,1
"2022-4-10 9:53","Other",0,3725007,92281,1,0
"2022-4-10 9:8","Heating",0,4538541,66162,0,1
"2022-4-11 0:30","Electrical Fault",3,745844,65388,0,0
"2022-4-11 10:32","Other",0,7350372,119210,0,1
"2022-4-11 10:44","Cooking",0,5011687,62144,1,0
"2022-4-11 11:4","Electrical Fault",0,8736398,88505,0,0
"2022-4-11 11:41","Electrical Fault",0,1060056,63133,0,1
"2022-4-11 11:43","Heating",0,3173127,98082,0,0
"2022-4-11 12:0","Other",0,8205136,73646,0,0
"2022-4-11 12:10","Heating",0,5587330,50459,1,1
"2022-4-11 12:23","Heating",0,1994080,51948,1,0
"2022-4-11 12:27","Heating",0,2609850,128603,0,0
"2022-4-11 12:41","Heating",0,1262353,42276,1,0
"2022-4-11 12:44","Other",0,9318314,31784,1,0
"2022-4-11 13:18","Heating",0,1100793,51961,1,1
"2022-4-11 13:41","Cooking",0,4376701,66291,1,0
"2022-4-11 13:49","Heating",0,4452535,116468,0,1
"2022-4-11 13:53","Other",0,114513,53544,1,1
"2022-4-11 13:58","Cooking",0,2996114,60127,0,1
"2022-4-11 13:7","Heating",0,4379953,42896,1,1
"2022-4-11 14:27","Other",0,9238160,60315,0,0
"2022-4-11 14:53","Electrical Fault",0,2361563,43614,1,0
"2022-4-11 14:57","Heating",0,8107581,96939,1,0
"2022-4-11 15:11","Heating",0,3029935,90956,1,0
"2022-4-11 15:14","Heating",0,5619702,52127,1,0
"2022-4-11 15:16","Heating",0,2033878,112944,1,0
"2022-4-11 15:17","Heating",2,1167396,67504,0,0
"2022-4-11 15:31","Other",0,8971399,41520,1,1
"2022-4-11 15:55","Other",0,833943,58796,1,1
"2022-4-11 16:14","Other",0,2206904,48707,1,1
"2022-4-11 16:2","Heating",0,4445585,143946,0,0
"2022-4-11 16:48","Cooking",0,137166,40205,1,1
"2022-4-11 16:53","Heating",0,5288898,66712,0,0
"2022-4-11 17:17","Heating",7,8547347,122772,1,0
"2022-4-11 17:29","Cooking",0,366087,54926,1,1
"2022-4-11 17:30","Heating",0,7710219,60495,0,1
"2022-4-11 17:36","Electrical Fault",0,267033,60444,1,1
"2022-4-11 17:36","Heating",0,7291968,101423,0,1
"2022-4-11 17:38","Heating",0,8169846,125951,1,0
"2022-4-11 17:54","Heating",0,76906,60705,1,0
"2022-4-11 17:9","Heating",0,6461229,43363,1,1
"2022-4-11 18:34","Other",0,6384327,34672,1,1
"2022-4-11 18:40","Electrical Fault",0,6916398,104493,1,0
"2022-4-11 18:55","Heating",0,3776213,56832,1,1
"2022-4-11 18:9","Electrical Fault",0,4942047,84738,1,0
"2022-4-11 19:1","Other",0,9074290,41877,1,1
"2022-4-11 19:17","Electrical Fault",0,5840783,66107,1,0
"2022-4-11 19:38","Cooking",0,7182779,62845,0,1
"2022-4-11 19:39","Cooking",3,7393342,65619,0,1
"2022-4-11 20:19","Other",0,6581905,35355,1,1
"2022-4-11 20:38","Electrical Fault",0,7397057,37549,1,1
"2022-4-11 20:41","Heating",0,44047,130784,0,0
"2022-4-11 20:51","Heating",0,3775062,94733,1,1
"2022-4-11 21:23","Heating",0,8985651,56456,1,0
"2022-4-11 21:53","Heating",0,8255475,49262,1,1
"2022-4-11 21:57","Electrical Fault",0,9060594,43342,1,1
"2022-4-11 22:28","Heating",0,5379332,86573,1,0
"2022-4-11 22:46","Heating",0,1180316,123487,0,0
"2022-4-11 22:49","Cooking",0,1506569,35217,1,1
"2022-4-11 22:59","Heating",0,6058098,48109,1,0
"2022-4-11 22:6","Heating",0,4212850,64096,0,1
"2022-4-11 23:35","Other",0,9471808,66375,0,0
"2022-4-11 3:33","Heating",0,89727,46537,1,1
"2022-4-11 4:26","Cooking",0,5462920,37169,1,1
"2022-4-11 4:28","Other",0,5842090,61317,0,0
"2022-4-11 4:44","Heating",0,9873615,49401,1,1
"2022-4-11 4:46","Electrical Fault",0,5588527,65100,0,1
"2022-4-11 4:57","Other",0,3278489,33651,1,1
"2022-4-11 5:3","Heating",0,8655145,42092,1,1
"2022-4-11 6:26","Electrical Fault",0,6178373,59651,1,0
"2022-4-11 6:31","Cooking",0,6985936,41166,1,1
"2022-4-11 7:0","Electrical Fault",0,1821672,61158,0,1
"2022-4-11 7:11","Heating",0,6078780,114220,1,1
"2022-4-11 7:29","Other",0,4858664,52892,1,1
"2022-4-11 7:34","Heating",0,2467560,44174,1,0
"2022-4-11 7:42","Cooking",0,7828068,56963,1,0
"2022-4-11 7:43","Heating",0,1970878,51755,1,1
"2022-4-11 7:48","Other",0,1218853,51188,1,1
"2022-4-11 7:49","Heating",0,5784101,59787,0,0
"2022-4-11 7:55","Other",0,9076835,46326,1,1
"2022-4-11 8:41","Other",0,7135712,57641,1,0
"2022-4-11 8:44","Heating",0,964639,50177,1,1
"2022-4-11 8:57","Cooking",0,4401650,61976,0,0
"2022-4-11 8:8","Heating",0,2569222,66654,1,1
"2022-4-11 8:8","Cooking",0,8318563,31420,1,1
"2022-4-11 9:11","Other",0,4129077,105195,0,1
"2022-4-11 9:17","Other",0,1308469,50272,1,1
"2022-4-11 9:3","Other",0,8251925,37648,1,1
"2022-4-11 9:46","Heating",0,4856171,43154,1,1
"2022-4-11 9:52","Heating",0,723475,64641,0,0
"2022-4-11 9:57","Other",0,891871,35344,1,1
"2022-4-11 9:58","Heating",0,7370167,121125,0,0
"2022-4-12 0:26","Heating",0,1728106,62143,0,0
"2022-4-12 0:36","Heating",0,6644914,86356,1,0
"2022-4-12 0:57","Heating",0,4031822,71760,0,1
"2022-4-12 0:7","Heating",0,6333376,75402,0,1
"2022-4-12 10:20","Heating",0,1407276,51985,1,0
"2022-4-12 10:4","Heating",0,994645,49143,1,0
"2022-4-12 10:4","Heating",0,1294900,55612,1,1
"2022-4-12 10:46","Other",0,8932108,54504,1,1
"2022-4-12 11:18","Heating",0,2416410,70748,0,0
"2022-4-12 11:26","Electrical Fault",0,4933609,99673,1,0
"2022-4-12 11:41","Electrical Fault",0,9238077,98004,1,0
"2022-4-12 11:56","Other",0,1245229,39872,1,1
"2022-4-12 11:9","Heating",0,3956823,49881,1,1
"2022-4-12 12:1","Heating",0,8026757,39237,1,1
"2022-4-12 12:19","Electrical Fault",0,9460300,41947,1,1
"2022-4-12 12:22","Cooking",0,3608989,59999,1,0
"2022-4-12 12:26","Other",0,37297,56649,1,1
"2022-4-12 12:3","Heating",0,835569,60080,1,0
"2022-4-12 12:40","Electrical Fault",0,9071743,89569,1,0
"2022-4-12 12:52","Heating",0,1724037,82168,1,0
"2022-4-12 13:1","Cooking",0,6005321,98366,1,0
"2022-4-12 13:2","Other",0,11665,60747,0,1
"2022-4-12 13:28","Other",0,9617232,42999,1,1
"2022-4-12 13:40","Electrical Fault",0,9430855,31363,1,1
"2022-4-12 13:55","Other",0,7131333,49482,1,0
"2022-4-12 13:57","Heating",0,4852305,53745,0,1
"2022-4-12 14:32","Heating",0,9170188,59953,1,0
"2022-4-12 14:35","Electrical Fault",0,4258694,41036,1,0
"2022-4-12 14:36","Heating",0,6174913,55965,0,1
"2022-4-12 14:45","Heating",0,7866334,134649,0,0
"2022-4-12 14:48","Heating",0,9678403,116406,1,0
"2022-4-12 15:13","Heating",0,6993944,140342,0,0
"2022-4-12 15:3","Heating",0,8127219,43827,1,1
"2022-4-12 15:33","Electrical Fault",0,290469,62174,1,1
"2022-4-12 15:36","Heating",0,2665855,61531,1,0
"2022-4-12 15:40","Heating",0,9402882,101428,1,0
"2022-4-12 15:54","Heating",0,1925507,43637,1,1
"2022-4-12 15:54","Heating",0,3958755,66130,0,1
"2022-4-12 15:7","Cooking",0,6500696,57442,1,1
"2022-4-12 16:30","Heating",0,4658806,56617,1,1
"2022-4-12 16:43","Heating",0,2188670,53694,1,1
"2022-4-12 16:45","Heating",0,2868407,114452,0,0
"2022-4-12 16:5","Electrical Fault",0,2848661,58882,1,0
"2022-4-12 16:57","Electrical Fault",0,7875035,61965,1,0
"2022-4-12 16:8","Cooking",0,8737628,124009,0,0
"2022-4-12 17:32","Heating",0,3827512,37002,1,0
"2022-4-12 17:33","Heating",0,22743,52396,1,1
"2022-4-12 17:36","Electrical Fault",0,1911445,40102,1,0
"2022-4-12 17:59","Heating",2,9929540,30140,1,0
"2022-4-12 18:17","Cooking",0,740386,58331,0,1
"2022-4-12 18:21","Cooking",0,4717457,34473,1,1
"2022-4-12 18:23","Heating",0,5100544,51252,1,1
"2022-4-12 18:32","Heating",0,4542693,46650,1,1
"2022-4-12 18:37","Heating",0,4364227,122949,0,0
"2022-4-12 18:9","Cooking",0,9368546,38060,1,1
"2022-4-12 19:10","Other",0,991941,54253,1,0
"2022-4-12 19:22","Heating",0,7726998,90121,1,0
"2022-4-12 19:36","Heating",0,3208401,55025,1,1
"2022-4-12 19:51","Heating",0,2095950,52365,1,1
"2022-4-12 1:23","Electrical Fault",0,4900845,42589,1,1
"2022-4-12 1:27","Heating",0,4535457,58730,1,0
"2022-4-12 1:44","Electrical Fault",0,7258958,78551,0,0
"2022-4-12 1:44","Other",0,9182491,38156,1,1
"2022-4-12 20:14","Heating",0,7900022,36251,1,1
"2022-4-12 20:21","Heating",0,9864551,92462,1,0
"2022-4-12 20:42","Heating",0,8743007,44979,1,1
"2022-4-12 20:47","Other",0,4341170,56463,0,1
"2022-4-12 20:9","Heating",0,348724,45799,1,1
"2022-4-12 21:20","Heating",0,6314090,55141,0,1
"2022-4-12 21:23","Electrical Fault",0,9059048,60313,0,1
"2022-4-12 21:24","Electrical Fault",0,9483571,45383,0,0
"2022-4-12 22:25","Heating",0,5357321,55189,0,1
"2022-4-12 22:37","Heating",0,6635914,60248,1,0
"2022-4-12 22:48","Cooking",0,914904,44902,1,1
"2022-4-12 23:14","Heating",0,8074676,40497,1,1
"2022-4-12 23:43","Heating",0,6099395,34706,1,1
"2022-4-12 2:1","Electrical Fault",0,5838215,46517,1,1
"2022-4-12 2:41","Other",0,7808956,35854,1,1
"2022-4-12 2:52","Heating",0,9293314,29161,1,1
"2022-4-12 3:20","Electrical Fault",0,5186945,44956,1,0
"2022-4-12 4:27","Heating",0,1638615,61206,0,0
"2022-4-12 5:24","Other",0,4996001,37158,1,1
"2022-4-12 5:8","Heating",0,9557323,78219,1,1
"2022-4-12 6:13","Other",0,2545657,62626,1,0
"2022-4-12 6:28","Heating",0,1691987,40197,1,0
"2022-4-12 6:33","Cooking",0,4654155,45727,1,1
"2022-4-12 6:34","Cooking",0,4983623,56089,1,0
"2022-4-12 6:52","Heating",0,915817,65099,1,0
"2022-4-12 6:53","Other",0,5549741,36233,1,1
"2022-4-12 6:6","Other",1,365074,55019,0,0
"2022-4-12 7:17","Cooking",0,7753166,41518,1,1
"2022-4-12 7:26","Cooking",0,5394798,72061,0,1
"2022-4-12 7:35","Heating",3,8334896,123883,0,0
"2022-4-12 7:48","Heating",0,3366141,60216,1,0
"2022-4-12 7:5","Heating",0,1584985,46758,1,0
"2022-4-12 7:9","Cooking",0,3474169,57946,0,1
"2022-4-12 8:11","Electrical Fault",0,699336,65835,0,1
"2022-4-12 8:28","Heating",0,4638168,64307,0,1
"2022-4-12 8:36","Cooking",0,6244092,33552,1,1
"2022-4-12 9:38","Heating",0,2081510,73909,0,1
"2022-4-12 9:49","Heating",0,8477015,70996,0,0
"2022-4-13 0:37","Cooking",0,15988,111988,0,0
"2022-4-13 0:52","Heating",0,9667191,55114,1,0
"2022-4-13 10:3","Cooking",0,9036528,94226,1,0
"2022-4-13 10:38","Heating",0,3818161,55855,1,1
"2022-4-13 10:49","Cooking",1,126909,62413,1,0
"2022-4-13 10:58","Other",0,5817748,53929,0,1
"2022-4-13 10:7","Cooking",0,8930977,82628,1,1
"2022-4-13 11:26","Other",0,8447631,40793,1,0
"2022-4-13 11:5","Heating",0,4105414,50737,1,0
"2022-4-13 11:8","Heating",0,8601695,61886,1,1
"2022-4-13 12:34","Other",0,8466186,104833,1,0
"2022-4-13 12:50","Other",0,4949672,40456,1,1
"2022-4-13 12:52","Cooking",0,3887318,44701,1,1
"2022-4-13 13:39","Electrical Fault",0,9742524,96842,0,1
"2022-4-13 13:8","Electrical Fault",0,4930373,93049,1,0
"2022-4-13 14:14","Electrical Fault",0,6840254,106681,1,0
"2022-4-13 14:31","Cooking",0,1230127,76635,0,0
"2022-4-13 15:25","Heating",0,3323796,64846,1,0
"2022-4-13 15:8","Heating",0,360554,48628,1,1
"2022-4-13 16:2","Electrical Fault",0,9200284,45443,1,1
"2022-4-13 16:28","Cooking",0,643593,41079,1,1
"2022-4-13 16:46","Electrical Fault",0,2982045,60124,0,1
"2022-4-13 16:51","Electrical Fault",0,1736933,122214,1,0
"2022-4-13 16:52","Heating",0,1142442,45924,1,1
"2022-4-13 17:1","Heating",0,2877190,47740,1,1
"2022-4-13 17:28","Heating",0,8836702,40944,1,1
"2022-4-13 17:30","Cooking",0,1116896,56014,1,0
"2022-4-13 17:33","Heating",0,7916602,143629,0,0
"2022-4-13 17:37","Cooking",0,7909671,41686,0,1
"2022-4-13 17:40","Heating",0,8405528,96885,1,0
"2022-4-13 17:41","Heating",0,1546354,67680,0,1
"2022-4-13 17:42","Cooking",0,769667,54310,1,1
"2022-4-13 17:8","Cooking",0,291848,48567,0,0
"2022-4-13 18:0","Other",0,548702,64555,1,0
"2022-4-13 18:17","Heating",0,4506568,57436,0,1
"2022-4-13 18:31","Heating",0,7418887,35880,1,1
"2022-4-13 18:33","Other",0,5308816,48245,1,0
"2022-4-13 18:4","Heating",0,3986337,127641,1,0
"2022-4-13 18:40","Heating",0,81601,31466,1,1
"2022-4-13 18:41","Heating",0,2882835,58696,1,0
"2022-4-13 18:53","Electrical Fault",0,2224124,56405,1,0
"2022-4-13 18:7","Cooking",0,1928806,93231,1,0
"2022-4-13 19:0","Other",0,8831064,39759,1,1
"2022-4-13 19:3","Cooking",0,3350838,67960,0,1
"2022-4-13 19:32","Heating",0,5659149,111007,1,0
"2022-4-13 19:4","Heating",0,205955,47335,1,0
"2022-4-13 19:4","Electrical Fault",0,2163965,58719,0,0
"2022-4-13 1:25","Other",0,4636082,59338,1,0
"2022-4-13 1:37","Heating",0,9423344,61325,1,0
"2022-4-13 20:20","Heating",0,2070132,64386,1,0
"2022-4-13 20:45","Heating",0,8225515,47840,1,1
"2022-4-13 21:20","Heating",0,9482710,34104,1,1
"2022-4-13 21:25","Heating",0,7429596,57036,1,0
"2022-4-13 21:26","Heating",0,4741288,44682,0,1
"2022-4-13 21:38","Other",0,5765308,76220,0,0
"2022-4-13 21:4","Other",0,5051321,43147,1,1
"2022-4-13 21:55","Heating",0,7749080,62460,1,1
"2022-4-13 22:19","Electrical Fault",0,3336539,41518,1,0
"2022-4-13 22:32","Heating",3,7569636,41926,0,1
"2022-4-13 22:38","Heating",3,1361109,55947,1,0
"2022-4-13 22:9","Other",0,5966407,54693,0,1
"2022-4-13 23:0","Other",0,3850199,56900,1,0
"2022-4-13 23:20","Other",0,1108129,75650,0,1
"2022-4-13 23:28","Other",0,2468271,57757,1,0
"2022-4-13 23:39","Cooking",0,1629984,59751,0,1
"2022-4-13 23:40","Heating",2,6482203,54096,1,0
"2022-4-13 23:51","Heating",0,6986074,46148,1,0
"2022-4-13 2:37","Heating",0,3663110,46931,1,1
"2022-4-13 2:41","Heating",0,9859007,124166,0,1
"2022-4-13 2:52","Heating",0,314469,61335,0,0
"2022-4-13 3:16","Heating",0,3706822,111907,0,0
"2022-4-13 3:56","Heating",0,7383174,84744,1,1
"2022-4-13 4:2","Other",0,3507176,46591,1,1
"2022-4-13 4:34","Heating",0,5730565,52987,1,1
"2022-4-13 5:52","Electrical Fault",0,4027525,57498,0,0
"2022-4-13 5:54","Electrical Fault",0,8979171,40940,1,1
"2022-4-13 6:10","Electrical Fault",0,481070,120879,0,1
"2022-4-13 6:17","Heating",0,1144155,106978,0,1
"2022-4-13 6:20","Heating",0,855730,56079,0,0
"2022-4-13 6:40","Heating",0,6809205,119003,0,0
"2022-4-13 6:8","Electrical Fault",0,7267274,111404,0,1
"2022-4-13 7:1","Heating",0,3603138,49087,1,1
"2022-4-13 7:25","Cooking",0,9650760,40055,1,1
"2022-4-13 7:33","Heating",0,2622594,65373,1,0
"2022-4-13 7:35","Cooking",0,1667230,61470,0,1
"2022-4-13 7:43","Heating",0,1168025,128727,0,1
"2022-4-13 7:43","Heating",0,2164900,68264,1,0
"2022-4-13 7:54","Heating",0,8445487,57285,1,1
"2022-4-13 7:56","Heating",0,8284383,97148,1,1
"2022-4-13 8:1","Other",0,8268315,38382,1,1
"2022-4-13 8:12","Cooking",1,1711667,67275,0,0
"2022-4-13 8:14","Heating",0,2281265,51065,1,0
"2022-4-13 8:33","Other",0,5092794,105865,1,1
"2022-4-13 8:43","Other",0,1920159,56728,1,0
"2022-4-13 9:19","Other",0,4621669,49549,1,1
"2022-4-13 9:57","Cooking",0,5886335,65290,1,0
"2022-4-14 0:14","Heating",0,6163344,37961,1,1
"2022-4-14 0:59","Heating",0,5503732,56186,1,1
"2022-4-14 10:21","Heating",0,8005598,38830,1,0
"2022-4-14 10:34","Other",0,8275587,31568,1,1
"2022-4-14 10:51","Other",0,2369789,68261,0,1
"2022-4-14 11:2","Other",0,4503969,52529,1,0
"2022-4-14 11:23","Heating",0,8174451,112757,1,0
"2022-4-14 11:3","Electrical Fault",0,8561333,43852,1,1
"2022-4-14 11:34","Heating",0,8319781,105218,0,0
"2022-4-14 11:45","Other",0,3569772,41159,1,1
"2022-4-14 11:52","Other",0,8082238,72920,0,0
"2022-4-14 12:27","Electrical Fault",0,954859,65977,0,0
"2022-4-14 12:28","Heating",0,7645374,113876,0,1
"2022-4-14 12:36","Cooking",1,100105,55656,1,0
"2022-4-14 12:50","Cooking",0,3028426,34041,1,1
"2022-4-14 12:51","Heating",0,226245,60827,0,1
"2022-4-14 12:51","Other",0,2533319,67308,0,1
"2022-4-14 12:59","Cooking",0,9089410,34420,1,1
"2022-4-14 13:1","Cooking",0,5297885,62763,0,1
"2022-4-14 13:23","Other",0,2047420,61157,0,1
"2022-4-14 13:29","Other",0,4832941,35871,1,1
"2022-4-14 13:34","Heating",0,2146911,42672,1,1
"2022-4-14 13:38","Other",0,6061885,89221,1,1
"2022-4-14 13:8","Electrical Fault",0,1208843,57646,1,0
"2022-4-14 14:15","Heating",0,6742051,38963,1,0
"2022-4-14 14:31","Heating",0,1676137,57218,1,1
"2022-4-14 14:37","Electrical Fault",0,3937812,30916,1,1
"2022-4-14 14:54","Heating",0,1379654,48491,1,0
"2022-4-14 15:17","Other",0,6808023,57449,0,1
"2022-4-14 15:24","Heating",0,6654036,37779,1,1
"2022-4-14 15:45","Electrical Fault",0,1235151,52918,1,1
"2022-4-14 15:46","Heating",0,7847772,48684,1,0
"2022-4-14 16:42","Other",0,1246744,77904,1,0
"2022-4-14 16:54","Cooking",0,4884755,68792,0,0
"2022-4-14 17:19","Cooking",0,578773,40399,1,1
"2022-4-14 17:57","Heating",0,9015605,116950,0,1
"2022-4-14 17:6","Other",0,1147839,40858,1,1
"2022-4-14 18:18","Cooking",0,3828358,59135,0,1
"2022-4-14 18:27","Cooking",0,1163484,58977,1,1
"2022-4-14 18:28","Heating",0,651611,63667,0,1
"2022-4-14 18:40","Cooking",0,4402388,43789,1,0
"2022-4-14 18:46","Heating",0,6932389,97137,0,1
"2022-4-14 18:52","Heating",3,1220507,98448,0,0
"2022-4-14 19:26","Cooking",0,6775327,44537,1,1
"2022-4-14 19:59","Electrical Fault",0,4772221,53748,1,1
"2022-4-14 19:59","Heating",0,5483404,54252,1,0
"2022-4-14 20:12","Heating",0,3060555,50029,1,0
"2022-4-14 20:22","Heating",0,3348832,60332,1,1
"2022-4-14 20:51","Heating",0,8966709,76580,0,0
"2022-4-14 20:52","Heating",0,4352198,37990,1,1
"2022-4-14 20:6","Other",0,523370,72681,1,1
"2022-4-14 20:6","Heating",0,8092723,86151,1,0
"2022-4-14 20:8","Heating",0,2039507,143744,0,0
"2022-4-14 21:14","Heating",0,6186535,90270,1,0
"2022-4-14 21:3","Heating",0,8160540,31998,1,1
"2022-4-14 21:33","Heating",0,5480247,50491,1,0
"2022-4-14 21:41","Heating",0,1584360,64644,0,1
"2022-4-14 21:56","Cooking",0,928820,37316,1,1
"2022-4-14 21:56","Heating",0,2444329,57485,0,1
"2022-4-14 21:58","Other",0,6452239,119060,0,1
"2022-4-14 22:28","Other",0,9661435,35520,1,1
"2022-4-14 22:29","Other",0,9151228,96643,1,1
"2022-4-14 23:17","Other",0,3455636,63999,0,0
"2022-4-14 23:3","Heating",0,678991,129497,0,0
"2022-4-14 23:32","Other",0,6483096,53715,1,0
"2022-4-14 2:8","Heating",0,301635,52499,1,0
"2022-4-14 3:6","Electrical Fault",0,81415,61870,0,0
"2022-4-14 4:20","Electrical Fault",0,5883360,104301,0,1
"2022-4-14 5:20","Other",0,1794695,56479,1,0
"2022-4-14 7:23","Heating",0,7524411,108822,1,0
"2022-4-14 7:26","Electrical Fault",0,1251695,53384,1,0
"2022-4-14 7:3","Other",0,1149437,70317,0,0
"2022-4-14 7:43","Electrical Fault",0,1633188,69690,0,1
"2022-4-14 7:48","Electrical Fault",0,4362119,53585,1,1
"2022-4-14 7:53","Other",0,6592683,36757,1,1
"2022-4-14 8:0","Heating",0,3367516,76738,1,0
"2022-4-14 8:23","Other",0,7094251,32883,1,0
"2022-4-14 8:8","Heating",0,3185535,43105,1,1
"2022-4-14 9:58","Heating",0,3305126,49799,1,1
"2022-4-15 0:11","Heating",0,6988719,93698,0,0
"2022-4-15 0:28","Other",0,8602641,75457,0,1
"2022-4-15 10:22","Other",0,8486874,39264,1,1
"2022-4-15 10:40","Cooking",1,4052948,112476,0,0
"2022-4-15 11:52","Other",0,3422635,61691,1,0
"2022-4-15 12:30","Heating",0,4689124,120855,0,0
"2022-4-15 12:49","Heating",0,7928138,62425,0,1
"2022-4-15 12:55","Cooking",0,7461706,82899,1,0
"2022-4-15 13:12","Other",0,1709976,62456,0,1
"2022-4-15 13:22","Other",0,8476545,41184,1,1
"2022-4-15 13:36","Heating",0,7297966,46024,1,1
"2022-4-15 13:5","Cooking",0,2552668,121498,0,1
"2022-4-15 13:56","Heating",0,4323185,67357,0,1
"2022-4-15 13:8","Heating",3,8238987,129196,0,1
"2022-4-15 14:1","Heating",0,5395562,46187,1,1
"2022-4-15 14:1","Electrical Fault",0,8994282,39150,1,1
"2022-4-15 14:30","Heating",0,7434239,66674,0,0
"2022-4-15 14:34","Other",0,7557048,164203,0,0
"2022-4-15 14:54","Heating",0,6692550,55732,1,1
"2022-4-15 14:6","Heating",0,9373649,35206,1,1
"2022-4-15 15:38","Heating",2,8798417,80216,1,0
"2022-4-15 15:4","Other",0,7696814,71329,1,0
"2022-4-15 15:47","Other",0,1764138,47287,1,1
"2022-4-15 15:5","Heating",0,9856939,47307,1,0
"2022-4-15 15:59","Electrical Fault",0,4665481,59793,0,1
"2022-4-15 15:8","Heating",0,3522890,62351,0,1
"2022-4-15 16:13","Heating",0,4673478,50407,1,1
"2022-4-15 16:13","Heating",0,7766702,87367,1,1
"2022-4-15 16:20","Heating",0,4427275,46673,1,1
"2022-4-15 16:22","Heating",0,1445936,53454,1,0
"2022-4-15 16:23","Heating",2,5947908,98541,0,0
"2022-4-15 16:5","Other",0,7536086,33656,1,1
"2022-4-15 16:52","Cooking",0,7018943,92090,1,0
"2022-4-15 16:59","Heating",0,8631847,33499,1,0
"2022-4-15 17:20","Other",0,6359111,56974,1,0
"2022-4-15 17:28","Heating",0,8628435,54270,1,1
"2022-4-15 17:40","Heating",0,7046711,37534,1,1
"2022-4-15 17:54","Cooking",0,2092154,63321,1,0
"2022-4-15 18:14","Heating",0,6732797,103839,0,1
"2022-4-15 18:28","Heating",0,31396,58571,0,1
"2022-4-15 18:37","Electrical Fault",0,9593387,115813,1,0
"2022-4-15 18:4","Heating",0,2764923,47151,1,1
"2022-4-15 19:2","Heating",0,4072114,50368,1,0
"2022-4-15 19:43","Heating",0,9719432,83385,1,1
"2022-4-15 19:47","Heating",0,696385,52848,1,1
"2022-4-15 1:17","Electrical Fault",0,7759220,63292,1,0
"2022-4-15 1:58","Other",0,4596261,67181,0,0
"2022-4-15 20:12","Cooking",1,9143368,38719,1,1
"2022-4-15 20:21","Other",0,878589,33354,1,1
"2022-4-15 20:48","Heating",0,2012850,63722,1,0
"2022-4-15 20:57","Other",0,5948458,32952,1,1
"2022-4-15 20:7","Heating",0,4986516,52959,1,1
"2022-4-15 21:52","Heating",0,7352552,47759,0,0
"2022-4-15 21:59","Other",0,3843489,45381,1,1
"2022-4-15 22:0","Heating",0,2646572,63892,1,1
"2022-4-15 22:20","Heating",0,1392451,89458,1,1
"2022-4-15 23:16","Electrical Fault",0,9962939,52961,0,1
"2022-4-15 23:18","Electrical Fault",0,9056462,42163,1,0
"2022-4-15 23:39","Electrical Fault",0,9727640,104989,0,1
"2022-4-15 3:14","Electrical Fault",0,3353819,94733,1,0
"2022-4-15 3:57","Electrical Fault",0,9183630,46906,1,1
"2022-4-15 4:18","Heating",0,9327780,125288,1,0
"2022-4-15 4:21","Heating",0,7689301,38866,1,1
"2022-4-15 4:24","Heating",0,3293919,123586,0,1
"2022-4-15 4:8","Electrical Fault",0,7824807,73074,1,1
"2022-4-15 5:29","Heating",0,1340305,101803,1,0
"2022-4-15 5:4","Other",0,8732261,82564,0,0
"2022-4-15 5:55","Heating",0,338623,62954,0,1
"2022-4-15 6:16","Cooking",0,2524732,59595,0,1
"2022-4-15 6:22","Heating",0,8940843,113098,0,0
"2022-4-15 6:23","Electrical Fault",0,7072658,149429,0,0
"2022-4-15 6:25","Heating",2,2785503,70141,0,1
"2022-4-15 6:26","Heating",0,7422139,118677,0,1
"2022-4-15 6:32","Heating",0,3156753,57739,0,1
"2022-4-15 7:10","Other",0,5851752,73338,0,1
"2022-4-15 7:12","Other",0,2777398,32206,1,1
"2022-4-15 7:23","Heating",0,2848787,57119,1,0
"2022-4-15 7:44","Heating",0,2412828,57178,1,0
"2022-4-15 7:9","Other",0,2771701,47469,1,0
"2022-4-15 8:17","Other",0,2173590,47757,1,0
"2022-4-15 8:26","Heating",2,9071205,94700,0,1
"2022-4-15 8:45","Electrical Fault",0,5133043,96235,1,0
"2022-4-15 8:52","Heating",0,5530122,47160,1,1
"2022-4-15 8:58","Cooking",0,8086926,98825,1,1
"2022-4-15 9:25","Other",0,4868039,66944,0,1
"2022-4-15 9:45","Other",0,4044363,35968,1,1
"2022-4-16 0:21","Heating",4,3980373,74457,0,0
"2022-4-16 0:39","Heating",0,5800172,61522,1,0
"2022-4-16 0:53","Heating",0,2937893,36202,1,1
"2022-4-16 10:33","Heating",0,2357646,50016,1,0
"2022-4-16 10:8","Heating",0,3578742,44423,1,1
"2022-4-16 11:25","Electrical Fault",0,4550776,41172,1,1
"2022-4-16 11:29","Heating",0,9178044,62424,1,0
"2022-4-16 11:51","Other",0,6269250,35323,1,1
"2022-4-16 11:8","Other",0,9163792,51142,1,0
"2022-4-16 12:10","Electrical Fault",0,8740944,62661,0,0
"2022-4-16 12:26","Other",0,4401473,100367,1,0
"2022-4-16 12:28","Heating",0,1472151,61227,1,0
"2022-4-16 12:31","Heating",0,573310,67751,0,0
"2022-4-16 12:39","Heating",0,7126792,33513,1,1
"2022-4-16 13:17","Heating",0,6195470,116730,1,0
"2022-4-16 13:19","Other",0,7447658,123236,0,1
"2022-4-16 13:25","Heating",0,4731189,59686,1,0
"2022-4-16 13:29","Cooking",0,4265410,48950,1,0
"2022-4-16 13:32","Cooking",0,335605,109366,1,0
"2022-4-16 13:39","Cooking",0,6146352,54068,1,0
